epoch,iter,iters,lr,time,loss,loss_cls,loss_bbox,loss_dfl,global_iter
1,2000,3238,0.0003,0.7363,168.4499,101.8089,29.2756,37.3654,2000
1,2050,3238,0.0003,0.7406,175.3277,105.7648,30.7418,38.8211,2050
1,2100,3238,0.0003,0.7299,172.3503,104.8735,29.8372,37.6396,2100
1,2150,3238,0.0003,0.7267,170.251,102.7692,29.8693,37.6125,2150
1,2200,3238,0.0003,0.739,174.8944,106.7154,30.0689,38.1102,2200
1,2250,3238,0.0003,0.733,174.9203,105.447,30.7318,38.7415,2250
1,2300,3238,0.0003,0.7316,173.4056,104.5553,30.5175,38.3329,2300
1,2350,3238,0.0003,0.7385,168.5924,100.1442,29.9584,38.4899,2350
1,2400,3238,0.0003,0.7284,164.7491,99.1029,29.0473,36.5989,2400
1,2450,3238,0.0003,0.7283,167.035,101.0579,29.3006,36.6765,2450
1,2500,3238,0.0003,0.7354,165.4211,98.5373,29.3711,37.5127,2500
1,2550,3238,0.0003,0.74,163.5269,97.3229,29.2399,36.9641,2550
1,2600,3238,0.0003,0.7311,172.7824,104.5189,30.0891,38.1744,2600
1,2650,3238,0.0003,0.7311,165.4736,99.5602,28.8177,37.0958,2650
1,2700,3238,0.0003,0.7472,165.2379,98.0815,29.403,37.7535,2700
1,2750,3238,0.0003,0.7322,160.5649,95.8203,28.3063,36.4383,2750
1,2800,3238,0.0003,0.7361,163.1246,96.9104,28.8503,37.3638,2800
1,2850,3238,0.0003,0.7333,161.1297,94.9173,28.8933,37.319,2850
1,2900,3238,0.0003,0.7319,155.5571,91.8205,27.7439,35.9927,2900
1,2950,3238,0.0003,0.731,158.7871,93.9866,28.1082,36.6923,2950
1,3000,3238,0.0003,0.7291,160.6855,94.8346,28.5862,37.2647,3000
1,3050,3238,0.0003,0.7275,163.1428,96.6735,29.4377,37.0316,3050
1,3100,3238,0.0003,0.7308,163.934,98.5067,28.736,36.6913,3100
1,3150,3238,0.0003,0.7331,158.4046,94.0385,27.9961,36.37,3150
1,3200,3238,0.0003,0.729,160.275,94.4979,28.6442,37.1329,3200
2,50,3238,0.0003,0.7332,159.0665,94.0273,28.4159,36.6234,3288
2,100,3238,0.0003,0.7208,158.3965,92.3783,28.9716,37.0466,3338
2,150,3238,0.0003,0.7292,156.3079,91.4757,27.9599,36.8722,3388
2,200,3238,0.0003,0.7321,158.8893,92.8257,28.8167,37.2469,3438
2,250,3238,0.0003,0.7262,154.6276,90.0842,28.1069,36.4365,3488
2,300,3238,0.0003,0.732,154.9792,91.4038,27.8041,35.7713,3538
2,350,3238,0.0003,0.7356,161.7032,95.8364,29.0177,36.8492,3588
2,400,3238,0.0003,0.7331,154.7032,90.3767,28.2785,36.048,3638
2,450,3238,0.0003,0.7368,159.2665,93.4409,28.7953,37.0303,3688
2,500,3238,0.0003,0.7368,156.6647,91.4278,28.5814,36.6555,3738
2,550,3238,0.0003,0.7349,155.325,91.1848,27.9039,36.2363,3788
2,600,3238,0.0003,0.7321,156.6864,90.8158,29.0906,36.7801,3838
2,650,3238,0.0003,0.7361,156.576,91.6118,28.4802,36.4841,3888
2,700,3238,0.0003,0.7372,157.0912,91.4228,28.7054,36.9629,3938
2,750,3238,0.0003,0.7436,155.8456,91.1892,28.0865,36.5699,3988
2,800,3238,0.0003,0.7345,156.2729,92.0578,28.2026,36.0125,4038
2,850,3238,0.0003,0.7322,155.531,91.3938,27.853,36.2842,4088
2,900,3238,0.0003,0.7352,154.4365,89.3195,28.2463,36.8706,4138
2,950,3238,0.0003,0.7378,154.8378,89.8203,28.2215,36.7959,4188
2,1000,3238,0.0003,0.7401,153.0967,88.2253,28.5068,36.3647,4238
2,1050,3238,0.0003,0.732,152.9752,88.5735,28.0903,36.3114,4288
2,1100,3238,0.0003,0.7384,154.1727,90.3129,28.0077,35.8521,4338
2,1150,3238,0.0003,0.737,151.9029,87.5537,27.6688,36.6804,4388
2,1200,3238,0.0003,0.7356,152.827,88.9129,27.9815,35.9327,4438
2,1250,3238,0.0003,0.7505,154.579,90.4638,27.9577,36.1574,4488
2,1300,3238,0.0003,0.7377,152.6537,89.3013,27.7469,35.6056,4538
2,1350,3238,0.0003,0.7443,154.8065,90.1245,28.1046,36.5775,4588
2,1400,3238,0.0003,0.7353,153.2262,88.6375,28.1887,36.4,4638
2,1450,3238,0.0003,0.7309,150.339,86.4711,27.6688,36.1991,4688
2,1500,3238,0.0003,0.7379,157.2214,90.5643,29.1263,37.5307,4738
2,1550,3238,0.0003,0.7373,150.7229,86.6939,27.7182,36.3107,4788
2,1600,3238,0.0003,0.7391,150.5106,86.585,27.8921,36.0335,4838
2,1650,3238,0.0003,0.74,156.6089,91.223,28.7506,36.6352,4888
2,1700,3238,0.0003,0.738,154.451,89.666,28.3421,36.443,4938
2,1750,3238,0.0003,0.7356,155.8764,89.6041,28.9024,37.3699,4988
2,1800,3238,0.0003,0.7372,151.027,87.269,27.5095,36.2485,5038
2,1850,3238,0.0003,0.7351,151.4031,87.0753,28.1068,36.221,5088
2,1900,3238,0.0003,0.7359,148.6348,84.6953,27.4913,36.4482,5138
2,1950,3238,0.0003,0.7365,151.1459,86.6244,28.0027,36.5187,5188
2,2000,3238,0.0003,0.7381,154.9331,89.4971,28.7081,36.7279,5238
2,2050,3238,0.0003,0.7369,149.3716,85.9292,27.5344,35.908,5288
2,2100,3238,0.0003,0.7404,152.6718,89.0381,27.7555,35.8782,5338
2,2150,3238,0.0003,0.7328,146.9263,83.0033,27.5049,36.4181,5388
2,2200,3238,0.0003,0.7442,149.2433,86.0658,27.3676,35.8099,5438
2,2250,3238,0.0003,0.7339,151.1437,86.6685,28.0666,36.4086,5488
2,2300,3238,0.0003,0.7394,149.3956,85.729,27.5756,36.091,5538
2,2350,3238,0.0003,0.7364,151.3957,86.6379,27.9182,36.8396,5588
2,2400,3238,0.0003,0.7388,144.8353,82.2845,26.8449,35.7059,5638
2,2450,3238,0.0003,0.7373,148.015,85.6665,26.8236,35.5249,5688
2,2500,3238,0.0003,0.7349,146.8083,84.4687,26.9216,35.418,5738
2,2550,3238,0.0003,0.7404,152.0383,87.7218,27.9568,36.3597,5788
2,2600,3238,0.0003,0.7352,151.8871,86.493,28.4759,36.9182,5838
2,2650,3238,0.0003,0.7328,144.3739,81.6494,27.0667,35.6578,5888
2,2700,3238,0.0003,0.7419,153.1334,87.7244,28.4506,36.9584,5938
2,2750,3238,0.0003,0.7378,147.7625,83.4624,27.8069,36.4933,5988
2,2800,3238,0.0003,0.7358,146.9367,83.2838,27.3518,36.3011,6038
2,2850,3238,0.0003,0.7387,147.6309,84.485,27.4832,35.6627,6088
2,2900,3238,0.0003,0.7318,143.8996,81.7831,26.6041,35.5123,6138
2,2950,3238,0.0003,0.7374,151.9096,87.9924,27.8757,36.0415,6188
2,3000,3238,0.0003,0.7379,147.494,84.6066,27.1635,35.7239,6238
2,3050,3238,0.0003,0.735,145.3014,82.8807,27.0199,35.4008,6288
2,3100,3238,0.0003,0.7332,147.755,83.9635,27.6215,36.1699,6338
2,3150,3238,0.0003,0.7356,148.5688,84.3379,27.4921,36.7388,6388
2,3200,3238,0.0003,0.7362,150.0775,85.5684,27.7712,36.7379,6438
3,50,3238,0.0003,0.7282,146.7591,83.9578,26.9698,35.8315,6526
3,100,3238,0.0003,0.716,146.1185,82.6312,27.2296,36.2577,6576
3,150,3238,0.0003,0.722,144.8701,82.8859,26.8028,35.1814,6626
3,200,3238,0.0003,0.7266,145.7305,82.9149,27.1947,35.6209,6676
3,250,3238,0.0003,0.7337,143.862,81.4216,26.621,35.8194,6726
3,300,3238,0.0003,0.7335,145.7035,83.6367,26.7008,35.366,6776
3,350,3238,0.0003,0.73,142.7234,79.7371,26.8726,36.1137,6826
3,400,3238,0.0003,0.74,145.1325,82.3361,27.2053,35.5911,6876
3,450,3238,0.0003,0.7363,145.3156,82.0664,27.1354,36.1138,6926
3,500,3238,0.0003,0.7375,144.8727,82.404,27.0097,35.459,6976
3,550,3238,0.0003,0.7442,144.4074,82.2323,26.8739,35.3012,7026
3,600,3238,0.0003,0.736,143.9937,81.5252,26.8632,35.6053,7076
3,650,3238,0.0003,0.7346,146.3769,83.6513,27.2961,35.4295,7126
3,700,3238,0.0003,0.7368,149.2322,84.3291,28.0067,36.8964,7176
3,750,3238,0.0003,0.7373,146.0959,82.1121,27.7156,36.2682,7226
3,800,3238,0.0003,0.7375,143.5645,81.9065,26.4114,35.2465,7276
3,850,3238,0.0003,0.7351,145.7354,82.5257,27.3967,35.8131,7326
3,900,3238,0.0003,0.7399,147.0835,83.3019,27.6291,36.1524,7376
3,950,3238,0.0003,0.7351,147.2979,83.556,27.4742,36.2677,7426
3,1000,3238,0.0003,0.7373,144.5836,80.5362,27.552,36.4954,7476
3,1050,3238,0.0003,0.7416,146.7849,83.209,27.6006,35.9753,7526
3,1100,3238,0.0003,0.7404,145.4677,82.8191,27.2033,35.4453,7576
3,1150,3238,0.0003,0.7386,143.365,80.9478,26.8882,35.529,7626
3,1200,3238,0.0003,0.7427,146.2846,81.4222,27.6208,37.2416,7676
3,1250,3238,0.0003,0.7417,146.1952,83.3387,27.0009,35.8555,7726
3,1300,3238,0.0003,0.7417,145.4695,81.4455,27.6166,36.4074,7776
3,1350,3238,0.0003,0.7362,144.9503,80.6918,27.5273,36.7311,7826
3,1400,3238,0.0003,0.7371,141.9152,80.0409,26.6345,35.2399,7876
3,1450,3238,0.0003,0.738,147.0587,82.3037,27.7761,36.9789,7926
3,1500,3238,0.0003,0.7393,145.2536,82.002,27.5371,35.7144,7976
3,1550,3238,0.0003,0.742,146.0737,82.9101,27.5669,35.5968,8026
3,1600,3238,0.0003,0.7398,147.2358,84.4488,27.2925,35.4945,8076
3,1650,3238,0.0003,0.7344,145.0771,82.6436,27.1465,35.287,8126
3,1700,3238,0.0003,0.7392,145.0607,82.3293,26.6796,36.0518,8176
3,1750,3238,0.0003,0.7398,145.8481,82.3687,27.1617,36.3178,8226
3,1800,3238,0.0003,0.7378,145.9827,82.5276,27.314,36.1411,8276
3,1850,3238,0.0003,0.7416,143.6135,81.1755,27.0001,35.4378,8326
3,1900,3238,0.0003,0.742,145.8181,83.0466,27.2055,35.566,8376
3,1950,3238,0.0003,0.7388,142.1538,79.9924,26.6563,35.5051,8426
3,2000,3238,0.0003,0.7491,144.0028,80.693,27.3204,35.9895,8476
3,2050,3238,0.0003,0.7424,143.1982,81.2218,26.7178,35.2586,8526
3,2100,3238,0.0003,0.7414,142.8968,80.0626,26.8208,36.0134,8576
3,2150,3238,0.0003,0.7369,143.1043,80.3208,27.1424,35.6412,8626
3,2200,3238,0.0003,0.7342,142.8516,80.0854,26.8202,35.946,8676
3,2250,3238,0.0003,0.7369,146.8764,82.4598,28.1307,36.2859,8726
3,2300,3238,0.0003,0.7411,143.7781,81.1047,26.9742,35.6991,8776
3,2350,3238,0.0003,0.742,144.2403,81.1092,27.1382,35.9928,8826
3,2400,3238,0.0003,0.7396,139.3862,78.409,25.8765,35.1007,8876
3,2450,3238,0.0003,0.7433,142.9924,80.4884,27.019,35.485,8926
3,2500,3238,0.0003,0.7436,142.5827,80.2774,27.0342,35.2711,8976
3,2550,3238,0.0003,0.7394,142.1749,80.1177,26.6332,35.424,9026
3,2600,3238,0.0003,0.7391,144.8206,81.8733,26.9776,35.9698,9076
3,2650,3238,0.0003,0.7416,145.2899,82.3224,26.9593,36.0082,9126
3,2700,3238,0.0003,0.7457,140.1527,77.8492,26.8928,35.4107,9176
3,2750,3238,0.0003,0.7404,143.1186,81.1039,26.7046,35.3101,9226
3,2800,3238,0.0003,0.7418,139.5342,77.8745,26.4034,35.2562,9276
3,2850,3238,0.0003,0.7403,140.3585,78.4256,26.5053,35.4276,9326
3,2900,3238,0.0003,0.7386,144.6269,80.6906,27.5242,36.412,9376
3,2950,3238,0.0003,0.7394,141.6718,79.4414,26.9114,35.319,9426
3,3000,3238,0.0003,0.74,140.2556,79.2763,26.0312,34.9481,9476
3,3050,3238,0.0003,0.74,139.1198,77.7209,26.2131,35.1858,9526
3,3100,3238,0.0003,0.7414,139.3199,78.6563,26.1577,34.5059,9576
3,3150,3238,0.0003,0.7391,144.3856,81.1818,27.2879,35.916,9626
3,3200,3238,0.0003,0.7371,141.7727,79.5482,26.7965,35.428,9676
4,50,3238,0.00029398,0.729,142.4928,79.7801,26.9332,35.7796,9764
4,100,3238,0.00029398,0.719,139.6258,78.8524,26.0394,34.734,9814
4,150,3238,0.00029398,0.7257,136.3597,75.6658,25.9094,34.7845,9864
4,200,3238,0.00029398,0.7303,139.5031,78.1845,26.2636,35.055,9914
4,250,3238,0.00029398,0.7301,140.7428,79.205,26.3676,35.1702,9964
4,300,3238,0.00029398,0.7453,141.8345,79.794,26.4604,35.5802,10014
4,350,3238,0.00029398,0.7387,139.4474,77.4689,26.5005,35.4781,10064
4,400,3238,0.00029398,0.7343,142.3907,78.8288,27.1814,36.3805,10114
4,450,3238,0.00029398,0.7389,144.4936,80.884,27.7358,35.8739,10164
4,500,3238,0.00029398,0.7394,138.366,77.1405,26.1932,35.0322,10214
4,550,3238,0.00029398,0.7398,141.1498,79.3117,26.6354,35.2028,10264
4,600,3238,0.00029398,0.7426,141.0866,78.0776,27.1158,35.8931,10314
4,650,3238,0.00029398,0.7383,137.1237,76.1887,26.1888,34.7462,10364
4,700,3238,0.00029398,0.7367,138.1453,76.7385,26.2027,35.2041,10414
4,750,3238,0.00029398,0.7385,133.9554,73.8043,25.663,34.488,10464
4,800,3238,0.00029398,0.7397,137.7272,76.9378,26.0969,34.6924,10514
4,850,3238,0.00029398,0.7349,141.9843,78.9785,27.3034,35.7024,10564
4,900,3238,0.00029398,0.7315,139.6217,78.0346,26.5287,35.0583,10614
4,950,3238,0.00029398,0.7317,142.5675,79.8251,27.155,35.5874,10664
4,1000,3238,0.00029398,0.7351,136.0421,75.0395,25.9404,35.0622,10714
4,1050,3238,0.00029398,0.7371,139.5116,77.566,26.3865,35.5592,10764
4,1100,3238,0.00029398,0.7348,144.1682,80.1644,27.498,36.5058,10814
4,1150,3238,0.00029398,0.7387,140.9245,77.6951,26.9526,36.2768,10864
4,1200,3238,0.00029398,0.7361,138.5309,77.4048,26.2568,34.8694,10914
4,1250,3238,0.00029398,0.7349,140.5117,78.2681,26.4694,35.7742,10964
4,1300,3238,0.00029398,0.7366,141.2702,79.0504,26.4335,35.7863,11014
4,1350,3238,0.00029398,0.729,137.6901,76.9966,25.9287,34.7647,11064
4,1400,3238,0.00029398,0.7321,139.4934,77.8746,26.1842,35.4346,11114
4,1450,3238,0.00029398,0.7295,140.5432,77.6953,27.1154,35.7325,11164
4,1500,3238,0.00029398,0.7348,138.1302,77.988,25.6354,34.5068,11214
4,1550,3238,0.00029398,0.7352,133.7995,73.8099,25.6753,34.3142,11264
4,1600,3238,0.00029398,0.7329,137.9526,75.7857,26.5294,35.6375,11314
4,1650,3238,0.00029398,0.7343,142.4095,79.3284,27.0854,35.9956,11364
4,1700,3238,0.00029398,0.7288,138.5233,76.2754,26.5331,35.7148,11414
4,1750,3238,0.00029398,0.7405,138.3132,77.55,26.0106,34.7525,11464
4,1800,3238,0.00029398,0.7328,137.0073,75.8655,25.8924,35.2494,11514
4,1850,3238,0.00029398,0.7333,138.5401,76.843,26.4953,35.2017,11564
4,1900,3238,0.00029398,0.737,140.7303,78.9135,26.7217,35.0952,11614
4,1950,3238,0.00029398,0.7311,140.8047,77.9109,26.9043,35.9896,11664
4,2000,3238,0.00029398,0.7365,135.9955,74.6279,26.0058,35.3618,11714
4,2050,3238,0.00029398,0.7327,142.6364,79.9413,27.0588,35.6363,11764
4,2100,3238,0.00029398,0.7329,136.6247,75.7456,25.7616,35.1175,11814
4,2150,3238,0.00029398,0.7336,137.2508,76.3877,25.9677,34.8955,11864
4,2200,3238,0.00029398,0.7335,137.6051,76.2211,26.3713,35.0128,11914
4,2250,3238,0.00029398,0.7321,137.7987,76.4102,26.225,35.1635,11964
4,2300,3238,0.00029398,0.7297,142.2022,80.0491,26.7858,35.3673,12014
4,2350,3238,0.00029398,0.7356,142.2355,78.8332,27.7091,35.6933,12064
4,2400,3238,0.00029398,0.7361,141.4813,77.9795,27.5172,35.9845,12114
4,2450,3238,0.00029398,0.7362,136.6439,75.4444,25.9092,35.2903,12164
4,2500,3238,0.00029398,0.7335,134.4302,74.5916,25.6828,34.1557,12214
4,2550,3238,0.00029398,0.7348,137.0426,75.3506,26.3645,35.3275,12264
4,2600,3238,0.00029398,0.7338,132.3278,72.1458,25.0548,35.1272,12314
4,2650,3238,0.00029398,0.7352,136.3495,75.3982,25.9809,34.9704,12364
4,2700,3238,0.00029398,0.7328,139.3115,77.1498,26.8709,35.2908,12414
4,2750,3238,0.00029398,0.7349,142.8895,80.2585,26.7997,35.8313,12464
4,2800,3238,0.00029398,0.7343,139.787,77.526,26.8726,35.3884,12514
4,2850,3238,0.00029398,0.7308,139.8642,77.8596,26.8474,35.1572,12564
4,2900,3238,0.00029398,0.7345,135.3755,74.5833,25.741,35.0512,12614
4,2950,3238,0.00029398,0.7373,139.1214,76.3626,26.9433,35.8155,12664
4,3000,3238,0.00029398,0.7451,138.2889,76.6111,26.1233,35.5544,12714
4,3050,3238,0.00029398,0.7349,137.4642,75.5523,26.5686,35.3433,12764
4,3100,3238,0.00029398,0.7352,136.9138,76.289,25.9124,34.7124,12814
4,3150,3238,0.00029398,0.7346,137.3226,76.9893,25.6878,34.6455,12864
4,3200,3238,0.00029398,0.7347,140.1864,76.2995,27.5582,36.3288,12914
5,50,3238,0.00027643,0.7266,136.7573,75.7199,26.2077,34.8297,13002
5,100,3238,0.00027643,0.7323,136.7379,74.8407,26.2527,35.6445,13052
5,150,3238,0.00027643,0.7324,138.065,75.5867,26.9116,35.5667,13102
5,200,3238,0.00027643,0.7293,131.7121,72.9883,24.8326,33.8913,13152
5,250,3238,0.00027643,0.734,135.5102,74.312,25.7976,35.4006,13202
5,300,3238,0.00027643,0.7338,132.5398,72.2187,25.4732,34.8478,13252
5,350,3238,0.00027643,0.7354,135.7923,73.4086,26.7296,35.6542,13302
5,400,3238,0.00027643,0.7347,137.5524,74.7855,26.5663,36.2005,13352
5,450,3238,0.00027643,0.7315,136.2293,74.3847,26.1808,35.6637,13402
5,500,3238,0.00027643,0.7345,135.5255,74.097,26.2762,35.1523,13452
5,550,3238,0.00027643,0.7323,133.0681,73.3496,25.2133,34.5052,13502
5,600,3238,0.00027643,0.735,134.2329,73.054,26.1737,35.0053,13552
5,650,3238,0.00027643,0.7354,135.71,74.3626,26.1045,35.2429,13602
5,700,3238,0.00027643,0.7345,139.0301,76.261,26.9048,35.8643,13652
5,750,3238,0.00027643,0.7375,131.7934,72.1338,25.1669,34.4927,13702
5,800,3238,0.00027643,0.7355,134.1189,73.3487,25.8273,34.9429,13752
5,850,3238,0.00027643,0.7347,135.8934,74.2514,26.1577,35.4844,13802
5,900,3238,0.00027643,0.7359,136.6459,75.2482,26.2569,35.1407,13852
5,950,3238,0.00027643,0.7353,133.662,73.531,25.449,34.6821,13902
5,1000,3238,0.00027643,0.7332,135.6941,74.4733,25.9317,35.2891,13952
5,1050,3238,0.00027643,0.7317,136.9748,75.3619,26.217,35.3959,14002
5,1100,3238,0.00027643,0.7363,134.2117,74.5142,25.5866,34.1109,14052
5,1150,3238,0.00027643,0.7363,132.1202,72.299,25.2422,34.5791,14102
5,1200,3238,0.00027643,0.7354,137.2924,75.6977,26.499,35.0957,14152
5,1250,3238,0.00027643,0.735,138.1865,76.1761,26.4511,35.5593,14202
5,1300,3238,0.00027643,0.7338,138.0983,76.0296,26.3725,35.6962,14252
5,1350,3238,0.00027643,0.7337,137.4516,75.5127,26.3087,35.6302,14302
5,1400,3238,0.00027643,0.7327,135.2608,74.4107,25.7955,35.0547,14352
5,1450,3238,0.00027643,0.7292,136.1259,74.9175,26.2961,34.9123,14402
5,1500,3238,0.00027643,0.7345,129.1424,70.0903,24.7559,34.2961,14452
5,1550,3238,0.00027643,0.7392,133.8661,72.8235,25.7124,35.3302,14502
5,1600,3238,0.00027643,0.7356,136.4774,75.2572,26.0991,35.1212,14552
5,1650,3238,0.00027643,0.7324,134.767,73.382,25.9746,35.4105,14602
5,1700,3238,0.00027643,0.7319,135.6253,74.1867,26.4568,34.9817,14652
5,1750,3238,0.00027643,0.7315,132.4977,73.9696,24.7645,33.7635,14702
5,1800,3238,0.00027643,0.735,137.8171,76.236,26.4139,35.1672,14752
5,1850,3238,0.00027643,0.7357,137.5994,75.5815,26.5481,35.4699,14802
5,1900,3238,0.00027643,0.7332,133.2824,73.0334,25.7139,34.5352,14852
5,1950,3238,0.00027643,0.7345,136.9389,75.5751,26.2467,35.1171,14902
5,2000,3238,0.00027643,0.7399,135.2498,73.895,26.1225,35.2323,14952
5,2050,3238,0.00027643,0.7304,139.954,77.4767,26.8316,35.6457,15002
5,2100,3238,0.00027643,0.7338,134.6744,74.0641,25.8711,34.7393,15052
5,2150,3238,0.00027643,0.7373,136.0345,75.2692,25.8834,34.8819,15102
5,2200,3238,0.00027643,0.732,135.529,74.5895,26.0514,34.888,15152
5,2250,3238,0.00027643,0.7385,135.2369,73.9857,25.992,35.2592,15202
5,2300,3238,0.00027643,0.7336,131.1751,71.6171,25.3376,34.2204,15252
5,2350,3238,0.00027643,0.7313,137.5923,75.4932,26.6668,35.4323,15302
5,2400,3238,0.00027643,0.7336,137.449,74.4974,27.0628,35.8887,15352
5,2450,3238,0.00027643,0.7349,135.0591,74.9419,25.5641,34.5531,15402
5,2500,3238,0.00027643,0.7348,133.2267,73.2428,25.6422,34.3418,15452
5,2550,3238,0.00027643,0.7344,135.6558,73.7891,26.428,35.4387,15502
5,2600,3238,0.00027643,0.7383,129.3171,70.927,24.7322,33.6578,15552
5,2650,3238,0.00027643,0.7368,134.3938,73.3638,26.2619,34.7681,15602
5,2700,3238,0.00027643,0.7357,132.9219,72.3624,25.6235,34.936,15652
5,2750,3238,0.00027643,0.7352,133.5158,73.046,25.5169,34.9529,15702
5,2800,3238,0.00027643,0.7439,136.9447,74.2601,26.8613,35.8233,15752
5,2850,3238,0.00027643,0.7367,135.1721,74.0284,26.1101,35.0335,15802
5,2900,3238,0.00027643,0.7369,132.355,73.4975,25.0442,33.8134,15852
5,2950,3238,0.00027643,0.7386,133.3205,73.1883,25.7111,34.4212,15902
5,3000,3238,0.00027643,0.7398,134.118,73.7063,25.8492,34.5625,15952
5,3050,3238,0.00027643,0.742,129.7907,70.965,24.4898,34.3358,16002
5,3100,3238,0.00027643,0.7407,133.4993,73.2862,25.3734,34.8398,16052
5,3150,3238,0.00027643,0.737,131.8052,71.1972,25.7531,34.8549,16102
5,3200,3238,0.00027643,0.7432,136.326,75.1466,26.297,34.8824,16152
6,50,3238,0.00024875,0.7364,130.0974,69.8205,25.5707,34.7062,16240
6,100,3238,0.00024875,0.7205,128.9347,68.8269,25.4776,34.6302,16290
6,150,3238,0.00024875,0.729,129.5204,69.6093,25.1906,34.7206,16340
6,200,3238,0.00024875,0.7315,130.4593,71.1228,24.9428,34.3936,16390
6,250,3238,0.00024875,0.7388,128.8121,69.4291,25.1036,34.2795,16440
6,300,3238,0.00024875,0.7386,129.6972,70.2884,25.0389,34.3699,16490
6,350,3238,0.00024875,0.74,130.0114,69.9472,25.4704,34.5938,16540
6,400,3238,0.00024875,0.7392,130.1149,70.0398,25.736,34.3391,16590
6,450,3238,0.00024875,0.7381,134.1504,72.7734,26.1083,35.2688,16640
6,500,3238,0.00024875,0.7398,131.8591,71.2276,25.5989,35.0326,16690
6,550,3238,0.00024875,0.7424,130.2026,69.9994,25.4898,34.7134,16740
6,600,3238,0.00024875,0.7451,132.3331,73.0318,24.989,34.3123,16790
6,650,3238,0.00024875,0.7392,129.5502,69.8963,25.196,34.4579,16840
6,700,3238,0.00024875,0.7417,137.9104,76.0401,26.4662,35.4041,16890
6,750,3238,0.00024875,0.7415,133.6115,72.9677,25.6355,35.0082,16940
6,800,3238,0.00024875,0.7376,129.216,70.286,24.7943,34.1358,16990
6,850,3238,0.00024875,0.7425,132.3709,71.9729,25.6234,34.7746,17040
6,900,3238,0.00024875,0.7419,130.5469,70.8711,25.4936,34.1821,17090
6,950,3238,0.00024875,0.7396,133.7197,72.5585,26.1033,35.058,17140
6,1000,3238,0.00024875,0.7383,131.8411,70.666,25.8356,35.3395,17190
6,1050,3238,0.00024875,0.7417,130.1393,69.9519,25.4056,34.7818,17240
6,1100,3238,0.00024875,0.7405,128.9736,68.8206,25.5643,34.5887,17290
